

1539742980.848909156  Node Startup
1539742982.990164336 WARN [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:1059(main) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Waiting for laser_scans....
1539743265.795244288 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049436 -0.049768 0.041764]
1539743265.932669841 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 136.733002
1539743265.933183074 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049757 -0.050052 0.042110]
1539743265.933345210 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049757 -0.050052 0.042110]
1539743266.075728457 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 141.703003
1539743266.076241742 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049644 -0.049751 0.042800]
1539743266.076405024 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049644 -0.049751 0.042800]
1539743266.217992644 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 140.867996
1539743266.218484574 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049920 -0.050238 0.043714]
1539743266.218644471 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049920 -0.050238 0.043714]
1539743266.355509662 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 136.181000
1539743266.356026905 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049782 -0.049994 0.043225]
1539743266.356199927 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049782 -0.049994 0.043225]
1539743266.497846037 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 140.919998
1539743266.498366301 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049926 -0.050500 0.044421]
1539743266.498539479 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049926 -0.050500 0.044421]
1539743266.639135425 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 139.906006
1539743266.639647772 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049977 -0.050605 0.045666]
1539743266.639863503 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049977 -0.050605 0.045666]
1539743266.774520449 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 133.882004
1539743266.775043525 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049827 -0.050871 0.045666]
1539743266.775230974 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049827 -0.050871 0.045666]
1539743266.913946386 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 138.044998
1539743266.914439202 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049700 -0.050743 0.046264]
1539743266.914602693 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049700 -0.050743 0.046264]
1539743267.053762329 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 138.438995
1539743267.054277853 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049744 -0.050839 0.045666]
1539743267.054466396 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049744 -0.050839 0.045666]
1539743267.199907175 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 144.705002
1539743267.200443168 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049794 -0.050952 0.046958]
1539743267.200618482 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049794 -0.050952 0.046958]
1539743267.340206563 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 138.906006
1539743267.340718545 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049703 -0.051050 0.046958]
1539743267.340893859 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049703 -0.051050 0.046958]
1539743267.484028371 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 142.421005
1539743267.484559781 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049689 -0.050825 0.047872]
1539743267.484725720 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049689 -0.050825 0.047872]
1539743267.620668670 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 135.250000
1539743267.621192008 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049751 -0.051190 0.048963]
1539743267.621371801 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049751 -0.051190 0.048963]
1539743267.762388120 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 140.311996
1539743267.762937551 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049679 -0.051140 0.048475]
1539743267.763113074 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049679 -0.051140 0.048475]
1539743267.908006296 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 144.214996
1539743267.908526196 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049747 -0.051202 0.048475]
1539743267.908703853 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049747 -0.051202 0.048475]
1539743268.058726282 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 149.298996
1539743268.059238629 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049688 -0.051059 0.047094]
1539743268.059442172 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049688 -0.051059 0.047094]
1539743268.205917757 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 145.673996
1539743268.206457656 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049737 -0.051180 0.048559]
1539743268.206632033 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049737 -0.051180 0.048559]
1539743268.356302796 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 148.977005
1539743268.356822435 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049487 -0.050874 0.048559]
1539743268.356997228 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049487 -0.050874 0.048559]
1539743268.497833970 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 139.983994
1539743268.498543923 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049561 -0.051003 0.048559]
1539743268.498825904 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049561 -0.051003 0.048559]
1539743268.640298744 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 140.716995
1539743268.640962082 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049845 -0.051321 0.047961]
1539743268.641218855 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049845 -0.051321 0.047961]
1539743268.795749602 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 153.653000
1539743268.796448409 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049787 -0.051125 0.049384]
1539743268.796802318 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049787 -0.051125 0.049384]
1539743268.942280343 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 144.623993
1539743268.942807690 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049646 -0.051122 0.050156]
1539743268.942991494 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049646 -0.051122 0.050156]
1539743269.078816849 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 135.026993
1539743269.079326904 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049827 -0.050976 0.050156]
1539743269.079503468 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049827 -0.050976 0.050156]
1539743269.228102824 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 147.679993
1539743269.228642880 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.050012 -0.050960 0.048865]
1539743269.228820434 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.050012 -0.050960 0.048865]
1539743269.370638283 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 141.117004
1539743269.371162036 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049783 -0.050580 0.048865]
1539743269.371334850 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049783 -0.050580 0.048865]
1539743269.508107506 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 136.089005
1539743269.508616572 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.050046 -0.051073 0.049353]
1539743269.508782824 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.050046 -0.051073 0.049353]
1539743269.644618494 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 135.136002
1539743269.645153550 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.050100 -0.051169 0.048581]
1539743269.645345166 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.050100 -0.051169 0.048581]
1539743269.789999962 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 143.968994
1539743269.790509289 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.050195 -0.051784 0.050046]
1539743269.790674238 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.050195 -0.051784 0.050046]
1539743269.930629938 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 139.194000
1539743269.931146140 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.050226 -0.051742 0.051022]
1539743269.931319214 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.050226 -0.051742 0.051022]
1539743270.077117668 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 145.046005
1539743270.077645849 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.050259 -0.051793 0.049069]
1539743270.077830069 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.050259 -0.051793 0.049069]
1539743270.228078193 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 149.561005
1539743270.228591635 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.050318 -0.051890 0.051112]
